0,True,False,False,False,True,False,Doctor Fate,62,Wildcat,51,Jay Garrick,41,Stargirl,30,regular
0,True,False,False,False,True,False,Wildcat,49,Stargirl,28,Alan Scott,18,Mister Terrific,14,regular
0,True,False,False,False,True,False,Wildcat,50,Stargirl,32,Power Girl,27,Doctor Fate,20,regular
0,True,False,False,False,True,False,Alan Scott,45,Wildcat,44,Jay Garrick,33,Power Girl,23,regular
0,True,False,False,False,True,False,Wildcat,47,Jay Garrick,35,Alan Scott,34,Power Girl,24,regular
0,True,False,False,False,True,False,Stargirl,50,Wildcat,40,Power Girl,34,Doctor Fate,32,regular
0,True,False,False,False,True,False,Mister Terrific,61,Doctor Fate,57,Power Girl,52,Alan Scott,48,main_deck
0,True,False,False,False,True,False,Doctor Fate,47,Wildcat,45,Jay Garrick,35,Power Girl,30,regular
0,True,False,False,False,True,False,Wildcat,38,Power Girl,24,Stargirl,24,Mister Terrific,22,regular
0,True,False,False,False,True,False,Stargirl,42,Wildcat,35,Power Girl,31,Jay Garrick,14,regular
0,True,False,False,False,True,False,Stargirl,62,Wildcat,56,Jay Garrick,51,Mister Terrific,36,regular
0,True,False,False,False,True,False,Power Girl,64,Stargirl,36,Wildcat,30,Jay Garrick,28,regular
0,True,False,False,False,True,False,Doctor Fate,42,Wildcat,36,Power Girl,25,Jay Garrick,23,regular
0,True,False,False,False,True,False,Stargirl,67,Wildcat,57,Doctor Fate,52,Mister Terrific,40,regular
0,True,False,False,False,True,False,Wildcat,48,Alan Scott,42,Doctor Fate,33,Stargirl,18,regular
0,True,False,False,False,True,False,Alan Scott,50,Mister Terrific,45,Doctor Fate,39,Power Girl,34,regular
0,True,False,False,False,True,False,Alan Scott,43,Wildcat,41,Mister Terrific,34,Power Girl,31,regular
0,True,False,False,False,True,False,Jay Garrick,40,Alan Scott,33,Power Girl,30,Wildcat,26,regular
0,True,False,False,False,True,False,Doctor Fate,55,Jay Garrick,41,Alan Scott,30,Stargirl,29,regular
0,True,False,False,False,True,False,Jay Garrick,44,Alan Scott,39,Mister Terrific,27,Wildcat,22,regular
0,True,False,False,False,True,False,Stargirl,66,Wildcat,60,Jay Garrick,40,Mister Terrific,9,regular
0,True,False,False,False,True,False,Doctor Fate,49,Stargirl,34,Power Girl,32,Jay Garrick,24,regular
0,True,False,False,False,True,False,Stargirl,55,Power Girl,49,Wildcat,46,Doctor Fate,37,regular
0,True,False,False,False,True,False,Power Girl,55,Wildcat,47,Jay Garrick,36,Doctor Fate,25,regular
0,True,False,False,False,True,False,Jay Garrick,47,Wildcat,40,Alan Scott,36,Mister Terrific,18,regular
0,True,False,False,False,True,False,Wildcat,53,Power Girl,52,Jay Garrick,40,Mister Terrific,37,regular
0,True,False,False,False,True,False,Wildcat,39,Power Girl,34,Alan Scott,29,Doctor Fate,17,regular
0,True,False,False,False,True,False,Jay Garrick,45,Wildcat,32,Doctor Fate,27,Stargirl,24,regular
0,True,False,False,False,True,False,Power Girl,39,Alan Scott,36,Wildcat,29,Mister Terrific,20,regular
0,True,False,False,False,True,False,Doctor Fate,65,Stargirl,59,Jay Garrick,50,Mister Terrific,21,regular
0,True,False,False,False,True,False,Power Girl,59,Wildcat,38,Doctor Fate,35,Mister Terrific,29,regular
0,True,False,False,False,True,False,Stargirl,64,Doctor Fate,39,Alan Scott,37,Mister Terrific,32,regular
0,True,False,False,False,True,False,Wildcat,39,Mister Terrific,34,Doctor Fate,28,Power Girl,27,regular
0,True,False,False,False,True,False,Wildcat,52,Jay Garrick,39,Doctor Fate,37,Alan Scott,31,regular
0,True,False,False,False,True,False,Power Girl,84,Stargirl,57,Mister Terrific,46,Doctor Fate,39,regular
0,True,False,False,False,True,False,Doctor Fate,49,Alan Scott,41,Mister Terrific,37,Jay Garrick,11,regular
